CREATION_DATE,PAYMENT_IN_USD,Transaction_Type
2010-04-22 00:00:00,1307731,product purchase
2010-04-23 00:00:00,1490776,product purchase
2010-04-24 00:00:00,1760613,product purchase
2010-04-25 00:00:00,1640413,product purchase
2010-04-26 00:00:00,1055593,product purchase
2010-04-27 00:00:00,1005773,product purchase
2010-04-28 00:00:00,1001475,product purchase
2010-04-29 00:00:00,1673744,product purchase
2010-04-30 00:00:00,1531736,product purchase
2010-05-01 00:00:00,1780685,product purchase
2010-05-02 00:00:00,1634949,product purchase
2010-05-03 00:00:00,1248385,product purchase
2010-05-04 00:00:00,4271411,product purchase
2010-05-05 00:00:00,7039135,product purchase
2010-05-06 00:00:00,5422122,product purchase
2010-05-07 00:00:00,3375784,product purchase
2010-05-08 00:00:00,3410108,product purchase
2010-05-09 00:00:00,2589887,product purchase
2010-05-10 00:00:00,1747639,product purchase
2010-05-11 00:00:00,1567731,product purchase
2010-05-12 00:00:00,1676857,product purchase
2010-05-13 00:00:00,1626494,product purchase
2010-05-14 00:00:00,1725008,product purchase
2010-05-15 00:00:00,2079316,product purchase
2010-05-16 00:00:00,1837518,product purchase
2010-05-17 00:00:00,1232738,product purchase
2010-05-18 00:00:00,1140028,product purchase
2010-05-19 00:00:00,1216238,product purchase
2010-05-20 00:00:00,1345997,product purchase
2010-05-21 00:00:00,1330454,product purchase
2010-05-22 00:00:00,1706735,product purchase
2010-05-23 00:00:00,1574725,product purchase
2010-05-24 00:00:00,1066677,product purchase
2010-05-25 00:00:00,1006109,product purchase
2010-05-26 00:00:00,1258314,product purchase
2010-05-27 00:00:00,1175948,product purchase
2010-05-28 00:00:00,1293854,product purchase
2010-05-29 00:00:00,1694594,product purchase
2010-05-30 00:00:00,1501719,product purchase
2010-05-31 00:00:00,1321929,product purchase
2010-06-01 00:00:00,1137679,product purchase
2010-06-02 00:00:00,1240855,product purchase
2010-06-03 00:00:00,1248268,product purchase
2010-06-04 00:00:00,1275760,product purchase
2010-06-05 00:00:00,1574831,product purchase
2010-06-06 00:00:00,1534748,product purchase
2010-06-07 00:00:00,1078972,product purchase
2010-06-08 00:00:00,1202954,product purchase
2010-06-09 00:00:00,735455,product purchase
2010-06-10 00:00:00,1257399,product purchase
2010-06-11 00:00:00,1421898,product purchase
2010-06-12 00:00:00,1607469,product purchase
2010-06-13 00:00:00,1509254,product purchase
2010-06-14 00:00:00,1087530,product purchase
2010-06-15 00:00:00,1147430,product purchase
2010-06-16 00:00:00,1286251,product purchase
2010-06-17 00:00:00,1239483,product purchase
2010-06-18 00:00:00,1306557,product purchase
2010-06-19 00:00:00,1641668,product purchase
2010-06-20 00:00:00,1532262,product purchase
2010-06-21 00:00:00,1119946,product purchase
2010-06-22 00:00:00,1173051,product purchase
2010-06-23 00:00:00,1465615,product purchase
2010-06-24 00:00:00,1718331,product purchase
2010-06-25 00:00:00,1441721,product purchase
2010-06-26 00:00:00,1645095,product purchase
2010-06-27 00:00:00,1460417,product purchase
2010-06-28 00:00:00,1148564,product purchase
2010-06-29 00:00:00,2971641,product purchase
2010-06-30 00:00:00,2101050,product purchase
2010-07-01 00:00:00,1992413,product purchase
2010-07-02 00:00:00,1797297,product purchase
2010-07-03 00:00:00,1937550,product purchase
2010-07-04 00:00:00,1717585,product purchase
2010-07-05 00:00:00,1420784,product purchase
2010-07-06 00:00:00,1942377,product purchase
2010-07-07 00:00:00,7456591,product purchase
2010-07-08 00:00:00,3734321,product purchase
2010-07-09 00:00:00,2883269,product purchase
2010-07-10 00:00:00,2811452,product purchase
2010-07-11 00:00:00,2288391,product purchase
2010-07-12 00:00:00,1863060,product purchase
2010-07-13 00:00:00,1763674,product purchase
2010-07-14 00:00:00,1805134,product purchase
2010-07-15 00:00:00,1871322,product purchase
2010-07-16 00:00:00,1830663,product purchase
2010-07-17 00:00:00,2091723,product purchase
2010-07-18 00:00:00,1901463,product purchase
2010-07-19 00:00:00,1557627,product purchase
2010-07-20 00:00:00,1432524,product purchase
2010-07-21 00:00:00,1471886,product purchase
2010-07-22 00:00:00,1518270,product purchase
2010-07-23 00:00:00,1592593,product purchase
2010-07-24 00:00:00,1842657,product purchase
2010-07-25 00:00:00,1706395,product purchase
2010-07-26 00:00:00,1361947,product purchase
2010-07-27 00:00:00,1328409,product purchase
2010-07-28 00:00:00,1516728,product purchase
2010-07-29 00:00:00,1546312,product purchase
2010-07-30 00:00:00,1585161,product purchase
2010-07-31 00:00:00,1825942,product purchase
2010-08-01 00:00:00,1714196,product purchase
2010-08-02 00:00:00,1376310,product purchase
2010-08-03 00:00:00,1388838,product purchase
2010-08-04 00:00:00,1563304,product purchase
2010-08-05 00:00:00,1472653,product purchase
2010-08-06 00:00:00,1461545,product purchase
2010-08-07 00:00:00,1677116,product purchase
2010-08-08 00:00:00,1580779,product purchase
2010-08-09 00:00:00,1264187,product purchase
2010-08-10 00:00:00,1522489,product purchase
2010-08-11 00:00:00,1657805,product purchase
2010-08-12 00:00:00,1513836,product purchase
2010-08-13 00:00:00,1553931,product purchase
2010-08-14 00:00:00,1759664,product purchase
2010-08-15 00:00:00,1559411,product purchase
2010-08-16 00:00:00,1339623,product purchase
2010-08-17 00:00:00,1266793,product purchase
2010-08-18 00:00:00,1298940,product purchase
2010-08-19 00:00:00,1273814,product purchase
2010-08-20 00:00:00,1335638,product purchase
2010-08-21 00:00:00,1600720,product purchase
2010-08-22 00:00:00,1483878,product purchase
2010-08-23 00:00:00,1216537,product purchase
2010-08-24 00:00:00,1135285,product purchase
2010-08-25 00:00:00,1316505,product purchase
2010-08-26 00:00:00,1347960,product purchase
2010-08-27 00:00:00,1334823,product purchase
2010-08-28 00:00:00,1626276,product purchase
2010-08-29 00:00:00,1549699,product purchase
2010-08-30 00:00:00,766579,product purchase
2010-08-31 00:00:00,1384593,product purchase
2010-09-01 00:00:00,1466558,product purchase
2010-09-02 00:00:00,1302595,product purchase
2010-09-03 00:00:00,1355170,product purchase
2010-09-04 00:00:00,1724149,product purchase
2010-09-05 00:00:00,1599717,product purchase
2010-09-06 00:00:00,1380496,product purchase
2010-09-07 00:00:00,1073916,product purchase
2010-09-08 00:00:00,1311287,product purchase
2010-09-09 00:00:00,1292210,product purchase
2010-09-10 00:00:00,1274826,product purchase
2010-09-11 00:00:00,1682746,product purchase
2010-09-12 00:00:00,1563042,product purchase
2010-09-13 00:00:00,1024816,product purchase
2010-09-14 00:00:00,988940,product purchase
2010-09-15 00:00:00,1154011,product purchase
2010-09-16 00:00:00,1144054,product purchase
2010-09-17 00:00:00,1234554,product purchase
2010-09-18 00:00:00,1644086,product purchase
2010-09-19 00:00:00,1500487,product purchase
2010-09-20 00:00:00,1034112,product purchase
2010-09-21 00:00:00,743746,product purchase
2010-09-22 00:00:00,1708800,product purchase
2010-09-23 00:00:00,1324737,product purchase
2010-09-24 00:00:00,1310122,product purchase
2010-09-25 00:00:00,1659150,product purchase
2010-09-26 00:00:00,1507436,product purchase
2010-09-27 00:00:00,992259,product purchase
2010-09-28 00:00:00,1001943,product purchase
2010-09-29 00:00:00,1322580,product purchase
2010-09-30 00:00:00,1368096,product purchase
2010-10-01 00:00:00,1466610,product purchase
2010-10-02 00:00:00,1831556,product purchase
2010-10-03 00:00:00,1625718,product purchase
2010-10-04 00:00:00,1064569,product purchase
2010-10-05 00:00:00,1004841,product purchase
2010-10-06 00:00:00,1101711,product purchase
2010-10-07 00:00:00,1094025,product purchase
2010-10-08 00:00:00,1209669,product purchase
2010-10-09 00:00:00,1636289,product purchase
2010-10-10 00:00:00,1490182,product purchase
2010-10-11 00:00:00,1139237,product purchase
2010-10-12 00:00:00,940649,product purchase
2010-10-13 00:00:00,1286958,product purchase
2010-10-14 00:00:00,1227969,product purchase
2010-10-15 00:00:00,1286866,product purchase
2010-10-16 00:00:00,1623509,product purchase
2010-10-17 00:00:00,1513947,product purchase
2010-10-18 00:00:00,959549,product purchase
2010-10-19 00:00:00,907727,product purchase
2010-10-20 00:00:00,994913,product purchase
2010-10-21 00:00:00,977880,product purchase
2010-10-22 00:00:00,1061156,product purchase
2010-10-23 00:00:00,1456738,product purchase
2010-10-24 00:00:00,1318613,product purchase
2010-10-25 00:00:00,901721,product purchase
2010-10-26 00:00:00,1237845,product purchase
2010-10-27 00:00:00,1753631,product purchase
2010-10-28 00:00:00,1459822,product purchase
2010-10-29 00:00:00,1565139,product purchase
2010-10-30 00:00:00,1979783,product purchase
2010-10-31 00:00:00,1717707,product purchase
2010-11-01 00:00:00,1201595,product purchase
2010-11-02 00:00:00,1131760,product purchase
2010-11-03 00:00:00,1569389,product purchase
2010-11-04 00:00:00,1618302,product purchase
2010-11-05 00:00:00,1608478,product purchase
2010-11-06 00:00:00,1980996,product purchase
2010-11-07 00:00:00,1762937,product purchase
2010-11-08 00:00:00,1126737,product purchase
2010-11-09 00:00:00,975824,product purchase
2010-11-10 00:00:00,1089034,product purchase
2010-11-11 00:00:00,1542900,product purchase
2010-11-12 00:00:00,1258606,product purchase
2010-11-13 00:00:00,1610875,product purchase
2010-11-14 00:00:00,1444143,product purchase
2010-11-15 00:00:00,947194,product purchase
2010-11-16 00:00:00,914080,product purchase
2010-11-17 00:00:00,1135850,product purchase
2010-11-18 00:00:00,870320,product purchase
2010-11-19 00:00:00,1271023,product purchase
2010-11-20 00:00:00,1534475,product purchase
2010-11-21 00:00:00,1456017,product purchase
2010-11-22 00:00:00,956548,product purchase
2010-11-23 00:00:00,983466,product purchase
2010-11-24 00:00:00,1278194,product purchase
2010-11-25 00:00:00,1389691,product purchase
2010-11-26 00:00:00,1386227,product purchase
2010-11-27 00:00:00,1637992,product purchase
2010-11-28 00:00:00,1459732,product purchase
2010-11-29 00:00:00,951265,product purchase
2010-11-30 00:00:00,1058235,product purchase
2010-12-01 00:00:00,1383744,product purchase
2010-12-02 00:00:00,1382293,product purchase
2010-12-03 00:00:00,1392916,product purchase
2010-12-04 00:00:00,1803294,product purchase
2010-12-05 00:00:00,1724975,product purchase
2010-12-06 00:00:00,1106147,product purchase
2010-12-07 00:00:00,983458,product purchase
2010-12-08 00:00:00,1209656,product purchase
2010-12-09 00:00:00,1245016,product purchase
2010-12-10 00:00:00,1256984,product purchase
2010-12-11 00:00:00,1771127,product purchase
2010-12-12 00:00:00,1623544,product purchase
2010-12-13 00:00:00,1057645,product purchase
2010-12-14 00:00:00,1083708,product purchase
2010-12-15 00:00:00,1458061,product purchase
2010-12-16 00:00:00,1578470,product purchase
2010-12-17 00:00:00,1509182,product purchase
2010-12-18 00:00:00,2017659,product purchase
2010-12-19 00:00:00,1873688,product purchase
2010-12-20 00:00:00,1376105,product purchase
2010-12-21 00:00:00,1417355,product purchase
2010-12-22 00:00:00,3179965,product purchase
2010-12-23 00:00:00,2643818,product purchase
2010-12-24 00:00:00,2745903,product purchase
2010-12-25 00:00:00,3976679,product purchase
2010-12-26 00:00:00,3334332,product purchase
2010-12-27 00:00:00,2909869,product purchase
2010-12-28 00:00:00,2436743,product purchase
2010-12-29 00:00:00,2282426,product purchase
2010-12-30 00:00:00,2394878,product purchase
2010-12-31 00:00:00,2405886,product purchase
2011-01-01 00:00:00,2273275,product purchase
2011-01-02 00:00:00,2229997,product purchase
2011-01-03 00:00:00,1895483,product purchase
2011-01-04 00:00:00,1659638,product purchase
2011-01-05 00:00:00,1801249,product purchase
2011-01-06 00:00:00,1764679,product purchase
2011-01-07 00:00:00,1751188,product purchase
2011-01-08 00:00:00,2270475,product purchase
2011-01-09 00:00:00,2089696,product purchase
2011-01-10 00:00:00,1462191,product purchase
2011-01-11 00:00:00,1456934,product purchase
2011-01-12 00:00:00,1431771,product purchase
2011-01-13 00:00:00,1384293,product purchase
2011-01-14 00:00:00,1549303,product purchase
2011-01-15 00:00:00,2083138,product purchase
2011-01-16 00:00:00,1962843,product purchase
2011-01-17 00:00:00,1414206,product purchase
2011-01-18 00:00:00,1335290,product purchase
2011-01-19 00:00:00,1535097,product purchase
2011-01-20 00:00:00,1432019,product purchase
2011-01-21 00:00:00,1546952,product purchase
2011-01-22 00:00:00,2105584,product purchase
2011-01-23 00:00:00,1971077,product purchase
2011-01-24 00:00:00,1268309,product purchase
2011-01-25 00:00:00,1222941,product purchase
2011-01-26 00:00:00,1473979,product purchase
2011-01-27 00:00:00,1466725,product purchase
2011-01-28 00:00:00,1503926,product purchase
2011-01-29 00:00:00,2127151,product purchase
2011-01-30 00:00:00,1960030,product purchase
2011-01-31 00:00:00,1326616,product purchase
2011-02-01 00:00:00,1403378,product purchase
2011-02-02 00:00:00,1643171,product purchase
2011-02-03 00:00:00,1491673,product purchase
2011-02-04 00:00:00,1525342,product purchase
2011-02-05 00:00:00,2050742,product purchase
2011-02-06 00:00:00,1928123,product purchase
2011-02-07 00:00:00,1168246,product purchase
2011-02-08 00:00:00,1189836,product purchase
2011-02-09 00:00:00,1668385,product purchase
2011-02-10 00:00:00,1693950,product purchase
2011-02-11 00:00:00,1746002,product purchase
2011-02-12 00:00:00,2291602,product purchase
2011-02-13 00:00:00,2093920,product purchase
2011-02-14 00:00:00,1348801,product purchase
2011-02-15 00:00:00,1230721,product purchase
2011-02-16 00:00:00,1418442,product purchase
2011-02-17 00:00:00,1501523,product purchase
2011-02-18 00:00:00,1564891,product purchase
2011-02-19 00:00:00,2168574,product purchase
2011-02-20 00:00:00,1988079,product purchase
2011-02-21 00:00:00,1510638,product purchase
2011-02-22 00:00:00,1297566,product purchase
2011-02-23 00:00:00,1585786,product purchase
2011-02-24 00:00:00,1951006,product purchase
2011-02-25 00:00:00,1635109,product purchase
2011-02-26 00:00:00,2162966,product purchase
2011-02-27 00:00:00,1969442,product purchase
2011-02-28 00:00:00,1356799,product purchase
2011-03-01 00:00:00,1308664,product purchase
2011-03-02 00:00:00,1661724,product purchase
2011-03-03 00:00:00,9454873,product purchase
2011-03-04 00:00:00,10849935,product purchase
2011-03-05 00:00:00,7009301,product purchase
2011-03-06 00:00:00,4724361,product purchase
2011-03-07 00:00:00,2920267,product purchase
2011-03-08 00:00:00,2387015,product purchase
2011-03-09 00:00:00,1617771,product purchase
2011-03-10 00:00:00,2946556,product purchase
2011-03-11 00:00:00,2476319,product purchase
2011-03-12 00:00:00,3189570,product purchase
2011-03-13 00:00:00,2838449,product purchase
2011-03-14 00:00:00,1908551,product purchase
2011-03-15 00:00:00,1746769,product purchase
2011-03-16 00:00:00,2076249,product purchase
2011-03-17 00:00:00,1802663,product purchase
2011-03-18 00:00:00,2024775,product purchase
2011-03-19 00:00:00,2882408,product purchase
2011-03-20 00:00:00,2417773,product purchase
2011-03-21 00:00:00,1758300,product purchase
2011-03-22 00:00:00,1636867,product purchase
2011-03-23 00:00:00,1911725,product purchase
2011-03-24 00:00:00,1864407,product purchase
2011-03-25 00:00:00,1890302,product purchase
2011-03-26 00:00:00,2572723,product purchase
2011-03-27 00:00:00,2292277,product purchase
2011-03-28 00:00:00,1500251,product purchase
2011-03-29 00:00:00,1409679,product purchase
2011-03-30 00:00:00,1759398,product purchase
2011-03-31 00:00:00,1698497,product purchase
2011-04-01 00:00:00,1859634,product purchase
2011-04-02 00:00:00,2342439,product purchase
2011-04-03 00:00:00,2127758,product purchase
2011-04-04 00:00:00,1259239,product purchase
2011-04-05 00:00:00,1368973,product purchase
2011-04-06 00:00:00,1449888,product purchase
2011-04-07 00:00:00,1494294,product purchase
2011-04-08 00:00:00,1609645,product purchase
2011-04-09 00:00:00,2072167,product purchase
2011-04-10 00:00:00,1894283,product purchase
2011-04-11 00:00:00,1293901,product purchase
2011-04-12 00:00:00,1282599,product purchase
2011-04-13 00:00:00,1521280,product purchase
2011-04-14 00:00:00,1632188,product purchase
2011-04-15 00:00:00,1647012,product purchase
2011-04-16 00:00:00,2164071,product purchase
2011-04-17 00:00:00,1923276,product purchase
2011-04-18 00:00:00,1337751,product purchase
2011-04-19 00:00:00,1294019,product purchase
2011-04-20 00:00:00,1382808,product purchase
2011-04-21 00:00:00,73856,product purchase
2011-04-24 00:00:00,44,product purchase
2011-04-25 00:00:00,0,product purchase
2011-04-26 00:00:00,13,product purchase
2011-04-27 00:00:00,10,product purchase
2011-04-28 00:00:00,63,product purchase
2011-04-29 00:00:00,0,product purchase
2011-04-30 00:00:00,0,product purchase
2011-05-01 00:00:00,0,product purchase
2011-05-02 00:00:00,0,product purchase
2011-05-03 00:00:00,0,product purchase
2011-05-04 00:00:00,0,product purchase
2011-05-06 00:00:00,0,product purchase
2011-05-07 00:00:00,0,product purchase
2011-05-12 00:00:00,0,product purchase
2011-05-13 00:00:00,194,product purchase
2011-05-15 00:00:00,0,product purchase
2011-05-16 00:00:00,0,product purchase
2011-05-17 00:00:00,0,product purchase
2011-05-19 00:00:00,0,product purchase
2011-05-20 00:00:00,0,product purchase
2011-05-23 00:00:00,0,product purchase
2011-05-24 00:00:00,0,product purchase
2011-05-25 00:00:00,0,product purchase
2011-05-26 00:00:00,0,product purchase
2011-05-27 00:00:00,2608,product purchase
2011-05-28 00:00:00,0,product purchase
2011-05-30 00:00:00,0,product purchase
2011-05-31 00:00:00,0,product purchase
2011-06-01 00:00:00,42,product purchase
2011-06-02 00:00:00,3405678,product purchase
2011-06-03 00:00:00,2688035,product purchase
2011-06-04 00:00:00,2179597,product purchase
2011-06-05 00:00:00,2804147,product purchase
2011-06-06 00:00:00,2026124,product purchase
2011-06-07 00:00:00,1797433,product purchase
2011-06-08 00:00:00,2142383,product purchase
2011-06-09 00:00:00,1653780,product purchase
2011-06-10 00:00:00,11879062,product purchase
2011-06-11 00:00:00,5918522,product purchase
2011-06-12 00:00:00,3783836,product purchase
2011-06-13 00:00:00,2684661,product purchase
2011-06-14 00:00:00,2357545,product purchase
2011-06-15 00:00:00,2337290,product purchase
2011-06-16 00:00:00,2031670,product purchase
2011-06-17 00:00:00,2156364,product purchase
2011-06-18 00:00:00,2466876,product purchase
2011-06-19 00:00:00,2163269,product purchase
2011-06-20 00:00:00,1663322,product purchase
2011-06-21 00:00:00,1639786,product purchase
2011-06-22 00:00:00,1838041,product purchase
2011-06-23 00:00:00,1615185,product purchase
2011-06-24 00:00:00,1819979,product purchase
2011-06-25 00:00:00,2109570,product purchase
2011-06-26 00:00:00,1802860,product purchase
2011-06-27 00:00:00,1454843,product purchase
2011-06-28 00:00:00,1416909,product purchase
2011-06-29 00:00:00,1509316,product purchase
2011-06-30 00:00:00,1483500,product purchase
2011-07-01 00:00:00,1611637,product purchase
2011-07-02 00:00:00,1791304,product purchase
2011-07-03 00:00:00,1623411,product purchase
2011-07-04 00:00:00,1467472,product purchase
2011-07-05 00:00:00,1392751,product purchase
2011-07-06 00:00:00,3493883,product purchase
2011-07-07 00:00:00,2287250,product purchase
2011-07-08 00:00:00,2159992,product purchase
2011-07-09 00:00:00,2392964,product purchase
2011-07-10 00:00:00,2103436,product purchase
2011-07-11 00:00:00,1578616,product purchase
2011-07-12 00:00:00,1586632,product purchase
2011-07-13 00:00:00,1693622,product purchase
2011-07-14 00:00:00,1731551,product purchase
2011-07-15 00:00:00,1710782,product purchase
2011-07-16 00:00:00,2077637,product purchase
2011-07-17 00:00:00,1947049,product purchase
2011-07-18 00:00:00,1614649,product purchase
2011-07-19 00:00:00,1642715,product purchase
2011-07-20 00:00:00,1994288,product purchase
2011-07-21 00:00:00,1808979,product purchase
2011-07-22 00:00:00,1916802,product purchase
2011-07-23 00:00:00,2089446,product purchase
2011-07-24 00:00:00,1915125,product purchase
2011-07-25 00:00:00,1555006,product purchase
2011-07-26 00:00:00,1509304,product purchase
2011-07-27 00:00:00,1577533,product purchase
2011-07-28 00:00:00,8755283,product purchase
2011-07-29 00:00:00,4907029,product purchase
2011-07-30 00:00:00,3817382,product purchase
2011-07-31 00:00:00,2960404,product purchase
2011-08-01 00:00:00,2395909,product purchase
2011-08-02 00:00:00,2117430,product purchase
2011-08-03 00:00:00,2133414,product purchase
2011-08-04 00:00:00,2825837,product purchase
2011-08-05 00:00:00,2288503,product purchase
2011-08-06 00:00:00,2496905,product purchase
2011-08-07 00:00:00,2282475,product purchase
2011-08-08 00:00:00,1775726,product purchase
2011-08-09 00:00:00,1921709,product purchase
2011-08-10 00:00:00,2156763,product purchase
2011-08-11 00:00:00,1095067,product purchase
2011-08-12 00:00:00,2292966,product purchase
2011-08-13 00:00:00,2336132,product purchase
2011-08-14 00:00:00,2141037,product purchase
2011-08-15 00:00:00,1776902,product purchase
2011-08-16 00:00:00,1628026,product purchase
2011-08-17 00:00:00,1616858,product purchase
2011-08-18 00:00:00,1551897,product purchase
2011-08-19 00:00:00,1618618,product purchase
2011-08-20 00:00:00,1909682,product purchase
2011-08-21 00:00:00,1828628,product purchase
2011-08-22 00:00:00,1390855,product purchase
2011-08-23 00:00:00,1540389,product purchase
2011-08-24 00:00:00,1521761,product purchase
2011-08-25 00:00:00,1552894,product purchase
2011-08-26 00:00:00,1594826,product purchase
2011-08-27 00:00:00,2000396,product purchase
2011-08-28 00:00:00,1749890,product purchase
2011-08-29 00:00:00,1298337,product purchase
2011-08-30 00:00:00,1259801,product purchase
2011-08-31 00:00:00,1590147,product purchase
2011-09-01 00:00:00,1586041,product purchase
2011-09-02 00:00:00,1673074,product purchase
2011-09-03 00:00:00,2040110,product purchase
2011-09-04 00:00:00,1874411,product purchase
2011-09-05 00:00:00,1576498,product purchase
2011-09-06 00:00:00,1264714,product purchase
2011-09-07 00:00:00,1537476,product purchase
2011-09-08 00:00:00,1670630,product purchase
2011-09-09 00:00:00,1589978,product purchase
2011-09-10 00:00:00,2071354,product purchase
2011-09-11 00:00:00,2142870,product purchase
2011-09-12 00:00:00,1167616,product purchase
2011-09-13 00:00:00,1187935,product purchase
2011-09-14 00:00:00,1649254,product purchase
2011-09-15 00:00:00,1646114,product purchase
2011-09-16 00:00:00,1611833,product purchase
2011-09-17 00:00:00,2107086,product purchase
2011-09-18 00:00:00,2108425,product purchase
2011-09-19 00:00:00,1348730,product purchase
2011-09-20 00:00:00,1360501,product purchase
2011-09-21 00:00:00,1530915,product purchase
2011-09-22 00:00:00,6079335,product purchase
2011-09-23 00:00:00,3833291,product purchase
2011-09-24 00:00:00,3538775,product purchase
2011-09-25 00:00:00,2760367,product purchase
2011-09-26 00:00:00,1637880,product purchase
2011-09-27 00:00:00,1591710,product purchase
2011-09-28 00:00:00,2105552,product purchase
2011-09-29 00:00:00,1938579,product purchase
2011-09-30 00:00:00,2643171,product purchase
2011-10-01 00:00:00,2986430,product purchase
2011-10-02 00:00:00,2632154,product purchase
2011-10-03 00:00:00,1746233,product purchase
2011-10-04 00:00:00,1733851,product purchase
2011-10-05 00:00:00,2226982,product purchase
2011-10-06 00:00:00,1980033,product purchase
2011-10-07 00:00:00,1992597,product purchase
2011-10-08 00:00:00,2585624,product purchase
2011-10-09 00:00:00,2477450,product purchase
2011-10-10 00:00:00,1786082,product purchase
2011-10-11 00:00:00,1498302,product purchase
2011-10-12 00:00:00,1659672,product purchase
2011-10-13 00:00:00,1606361,product purchase
2011-10-14 00:00:00,1830274,product purchase
2011-10-15 00:00:00,2772667,product purchase
2011-10-16 00:00:00,2167858,product purchase
2011-10-17 00:00:00,1370482,product purchase
2011-10-18 00:00:00,1938185,product purchase
2011-10-19 00:00:00,1856421,product purchase
2011-10-20 00:00:00,1784576,product purchase
2011-10-21 00:00:00,1812215,product purchase
2011-10-22 00:00:00,2304416,product purchase
2011-10-23 00:00:00,2055365,product purchase
2011-10-24 00:00:00,1401331,product purchase
2011-10-25 00:00:00,1489084,product purchase
2011-10-26 00:00:00,1871008,product purchase
2011-10-27 00:00:00,2681353,product purchase
2011-10-28 00:00:00,2290090,product purchase
2011-10-29 00:00:00,2552463,product purchase
2011-10-30 00:00:00,2300437,product purchase
2011-10-31 00:00:00,1636182,product purchase
2011-11-01 00:00:00,1676848,product purchase
2011-11-02 00:00:00,1971146,product purchase
2011-11-03 00:00:00,1858993,product purchase
2011-11-04 00:00:00,1890333,product purchase
2011-11-05 00:00:00,2480522,product purchase
2011-11-06 00:00:00,2249126,product purchase
2011-11-07 00:00:00,1596650,product purchase
2011-11-08 00:00:00,2003694,product purchase
2011-11-09 00:00:00,1633355,product purchase
2011-11-10 00:00:00,1735805,product purchase
2011-11-11 00:00:00,1793264,product purchase
2011-11-12 00:00:00,2202623,product purchase
2011-11-13 00:00:00,1877416,product purchase
2011-11-14 00:00:00,1234170,product purchase
2011-11-15 00:00:00,1189500,product purchase
2011-11-16 00:00:00,1368962,product purchase
2011-11-17 00:00:00,712468,product purchase
2011-11-18 00:00:00,1406185,product purchase
2011-11-19 00:00:00,1884775,product purchase
2011-11-20 00:00:00,1640244,product purchase
2011-11-21 00:00:00,1185692,product purchase
2011-11-22 00:00:00,1158063,product purchase
2011-11-23 00:00:00,1773067,product purchase
2011-11-24 00:00:00,1890711,product purchase
2011-11-25 00:00:00,2000031,product purchase
2011-11-26 00:00:00,2135502,product purchase
2011-11-27 00:00:00,1902211,product purchase
2011-11-28 00:00:00,1222136,product purchase
2011-11-29 00:00:00,1378557,product purchase
2011-11-30 00:00:00,1568004,product purchase
2011-12-01 00:00:00,1531538,product purchase
2011-12-02 00:00:00,1676669,product purchase
2011-12-03 00:00:00,2127936,product purchase
2011-12-04 00:00:00,1969297,product purchase
2011-12-05 00:00:00,1306494,product purchase
2011-12-06 00:00:00,1499657,product purchase
2011-12-07 00:00:00,1802756,product purchase
2011-12-08 00:00:00,1695995,product purchase
2011-12-09 00:00:00,1704304,product purchase
2011-12-10 00:00:00,2181940,product purchase
2011-12-11 00:00:00,2037863,product purchase
2011-12-12 00:00:00,1444265,product purchase
2011-12-13 00:00:00,1330520,product purchase
2011-12-14 00:00:00,1511926,product purchase
2011-12-15 00:00:00,1558506,product purchase
2011-12-16 00:00:00,1802212,product purchase
2011-12-17 00:00:00,3068107,product purchase
2011-12-18 00:00:00,2635729,product purchase
2011-12-19 00:00:00,1891216,product purchase
2011-12-20 00:00:00,1818654,product purchase
2011-12-21 00:00:00,2400628,product purchase
2011-12-22 00:00:00,3181965,product purchase
2011-12-23 00:00:00,3056799,product purchase
2011-12-24 00:00:00,3489155,product purchase
2011-12-25 00:00:00,4646806,product purchase
2011-12-26 00:00:00,3831421,product purchase
2011-12-27 00:00:00,3564350,product purchase
2011-12-28 00:00:00,3123151,product purchase
2011-12-29 00:00:00,2955527,product purchase
2011-12-30 00:00:00,3096492,product purchase
2011-12-31 00:00:00,2972285,product purchase
2012-01-01 00:00:00,2951508,product purchase
2012-01-02 00:00:00,2706287,product purchase
2012-01-03 00:00:00,2343778,product purchase
2012-01-04 00:00:00,2260069,product purchase
2012-01-05 00:00:00,2075267,product purchase
2012-01-06 00:00:00,2162808,product purchase
2012-01-07 00:00:00,2681537,product purchase
2012-01-08 00:00:00,2465193,product purchase
2012-01-09 00:00:00,2077281,product purchase
2012-01-10 00:00:00,1902600,product purchase
2012-01-11 00:00:00,2553111,product purchase
2012-01-12 00:00:00,2173137,product purchase
2012-01-13 00:00:00,2476069,product purchase
2012-01-14 00:00:00,3058844,product purchase
2012-01-15 00:00:00,2580621,product purchase
2012-01-16 00:00:00,1894188,product purchase
2012-01-17 00:00:00,1730758,product purchase
2012-01-18 00:00:00,2418914,product purchase
2012-01-19 00:00:00,1106902,product purchase
2012-01-20 00:00:00,2257183,product purchase
2012-01-21 00:00:00,3125266,product purchase
2012-01-22 00:00:00,2593420,product purchase
2012-01-23 00:00:00,1699500,product purchase
2012-01-24 00:00:00,1641510,product purchase
2012-01-25 00:00:00,1826804,product purchase
2012-01-26 00:00:00,2524726,product purchase
2012-01-27 00:00:00,2161481,product purchase
2012-01-28 00:00:00,2749329,product purchase
2012-01-29 00:00:00,2484926,product purchase
2012-01-30 00:00:00,1695142,product purchase
2012-01-31 00:00:00,1880460,product purchase
